STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_PERIOD,OBS_VALUE
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2010-12,5.555
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2011-01,5.52
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2011-02,5.61
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2011-03,5.435
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2011-04,5.5125
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2011-05,5.325
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2011-06,5.16
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2011-07,5.02
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2011-08,4.4925
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2011-09,4.2025
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2011-10,4.37
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2011-11,4.0825
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2011-12,3.825
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2012-01,3.795
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2012-02,3.97
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2012-03,4.15
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2012-04,3.8575
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2012-05,3.2775
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2012-06,2.995
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2012-07,2.8875
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2012-08,3.1875
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2012-09,3.0925
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2012-10,3.0225
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2012-11,3.0875
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2012-12,3.2275
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2013-01,3.3975
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2013-02,3.4975
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2013-03,3.5125
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2013-04,3.245
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2013-06,3.555
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2013-07,3.772
