FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,VALUATION,UNIT_TYPE,TC_ADJUST,TIME_PERIOD,OBS_VALUE
Q,DE,P,A,M,770,A,2020-Q1,138.8
Q,DE,P,A,M,770,A,2020-Q2,144.3
Q,DE,P,A,M,770,A,2020-Q3,146.8
Q,DE,P,A,M,770,A,2020-Q4,148.7
Q,DE,P,A,M,770,A,2021-Q1,151.0
Q,DE,P,A,M,770,A,2021-Q2,148.4
Q,DE,P,A,M,770,A,2021-Q3,147.7
Q,DE,P,A,M,770,A,2021-Q4,147.5
Q,DE,P,A,M,770,A,2022-Q1,146.7
Q,DE,P,A,M,770,A,2022-Q2,146.3
Q,DE,P,A,M,770,A,2022-Q3,147.6
Q,DE,P,A,M,770,A,2022-Q4,146.1
Q,DE,P,A,M,770,A,2023-Q1,143.9
Q,DE,P,A,M,770,A,2023-Q2,142.5
Q,DE,P,A,M,770,A,2023-Q3,140.7
Q,DE,P,A,M,770,A,2023-Q4,139.6
Q,DE,P,A,M,770,A,2024-Q1,139.1
Q,DE,P,A,M,770,A,2024-Q2,138.9
Q,DE,P,A,M,770,A,2024-Q3,139.1
Q,DE,P,A,M,770,A,2024-Q4,138.6
Q,DE,P,A,M,770,A,2025-Q1,139.2
Q,DE,P,A,M,770,A,2025-Q2,138.9
Q,CA,P,A,M,770,A,2007-Q1,159.5
Q,CA,P,A,M,770,A,2007-Q2,159.7
Q,CA,P,A,M,770,A,2007-Q3,161.3
Q,CA,P,A,M,770,A,2007-Q4,161.9
Q,CA,P,A,M,770,A,2008-Q1,165.0
Q,CA,P,A,M,770,A,2008-Q2,163.9
Q,CA,P,A,M,770,A,2008-Q3,164.2
Q,CA,P,A,M,770,A,2008-Q4,167.4
Q,CA,P,A,M,770,A,2009-Q1,171.0
Q,CA,P,A,M,770,A,2009-Q2,176.7
Q,CA,P,A,M,770,A,2009-Q3,181.8
Q,CA,P,A,M,770,A,2009-Q4,183.2
Q,CA,P,A,M,770,A,2010-Q1,182.0
Q,CA,P,A,M,770,A,2010-Q2,182.2
Q,CA,P,A,M,770,A,2010-Q3,180.9
Q,CA,P,A,M,770,A,2010-Q4,180.0
Q,CA,P,A,M,770,A,2011-Q1,180.3
Q,CA,P,A,M,770,A,2011-Q2,180.3
Q,CA,P,A,M,770,A,2011-Q3,181.6
Q,CA,P,A,M,770,A,2011-Q4,179.4
Q,CA,P,A,M,770,A,2012-Q1,179.9
Q,CA,P,A,M,770,A,2012-Q2,181.7
Q,CA,P,A,M,770,A,2012-Q3,183.7
Q,CA,P,A,M,770,A,2012-Q4,184.8
Q,CA,P,A,M,770,A,2013-Q1,187.1
Q,CA,P,A,M,770,A,2013-Q2,189.3
Q,CA,P,A,M,770,A,2013-Q3,190.1
Q,CA,P,A,M,770,A,2013-Q4,190.3
Q,CA,P,A,M,770,A,2014-Q1,192.0
Q,CA,P,A,M,770,A,2014-Q2,192.4
Q,CA,P,A,M,770,A,2014-Q3,194.1
Q,CA,P,A,M,770,A,2014-Q4,194.1
Q,CA,P,A,M,770,A,2015-Q1,200.4
Q,CA,P,A,M,770,A,2015-Q2,202.7
Q,CA,P,A,M,770,A,2015-Q3,206.5
Q,CA,P,A,M,770,A,2015-Q4,209.3
Q,CA,P,A,M,770,A,2016-Q1,208.5
Q,CA,P,A,M,770,A,2016-Q2,212.1
Q,CA,P,A,M,770,A,2016-Q3,214.4
Q,CA,P,A,M,770,A,2016-Q4,213.8
Q,CA,P,A,M,770,A,2017-Q1,214.5
Q,CA,P,A,M,770,A,2017-Q2,214.3
Q,CA,P,A,M,770,A,2017-Q3,213.7
